model,condition,compound,stratum,correct_bioactivity,correct_food,correct_cultural,correct_bioavail,overall
sonnet,A,ar-turmerone,South Asian,False,True,True,True,0.75
sonnet,A,withanolide A,South Asian,False,True,True,True,0.75
sonnet,A,asiatic acid,South Asian,False,True,False,True,0.5
sonnet,A,asiaticoside,South Asian,True,True,False,True,0.75
sonnet,A,sesamin,South Asian,False,True,False,False,0.25
sonnet,A,ursolic acid,South Asian,False,True,False,True,0.5
sonnet,A,carvacrol,South Asian,True,True,False,True,0.75
sonnet,A,lupeol,South Asian,True,True,True,True,1.0
sonnet,A,theobromine,African,True,False,True,True,0.75
sonnet,A,vitexin,African,True,False,False,True,0.5
sonnet,A,orientin,African,True,False,False,True,0.5
sonnet,A,harpagoside,African,True,True,True,False,0.75
sonnet,A,hypoxoside,African,False,False,True,True,0.5
sonnet,A,mesembrenone,African,True,True,True,True,1.0
sonnet,A,isomangiferin,African,True,False,False,True,0.5
sonnet,A,punicalagin,African,True,True,False,True,0.75
sonnet,B,quercetin,Western,True,True,True,True,1.0
sonnet,B,kaempferol,Western,False,True,True,True,0.75
sonnet,B,myricetin,Western,True,False,True,True,0.75
sonnet,B,apigenin,Western,True,True,True,True,1.0
sonnet,B,luteolin,Western,True,True,True,True,1.0
sonnet,B,resveratrol,Western,False,True,True,True,0.75
sonnet,B,caffeic acid,Western,True,True,True,True,1.0
sonnet,B,chlorogenic acid,Western,True,True,True,True,1.0
sonnet,B,ferulic acid,Western,True,False,True,True,0.75
sonnet,B,ellagic acid,Western,False,True,False,True,0.5
sonnet,B,naringenin,Western,False,False,True,False,0.25
sonnet,B,hesperetin,Western,False,False,True,False,0.25
sonnet,B,cyanidin,Western,True,False,True,True,0.75
sonnet,B,delphinidin,Western,True,False,True,True,0.75
sonnet,B,oleuropein,Western,False,True,True,True,0.75
sonnet,B,hydroxytyrosol,Western,True,True,True,False,0.75
sonnet,B,pterostilbene,Western,True,False,True,True,0.75
sonnet,B,gallic acid,Western,True,True,False,False,0.5
sonnet,B,genistein,East Asian,True,True,True,False,0.75
sonnet,B,daidzein,East Asian,True,True,True,True,1.0
sonnet,B,allicin,East Asian,True,True,True,True,1.0
sonnet,B,epigallocatechin gallate,East Asian,True,True,True,True,1.0
sonnet,B,theaflavin,East Asian,True,True,True,True,1.0
sonnet,B,berberine,East Asian,False,False,True,True,0.5
sonnet,B,honokiol,East Asian,False,True,True,False,0.5
sonnet,B,tanshinone IIA,East Asian,True,True,True,True,1.0
sonnet,B,ginsenoside Rb1,East Asian,True,True,True,True,1.0
sonnet,B,ginsenoside Rg1,East Asian,True,True,True,True,1.0
sonnet,B,6-gingerol,East Asian,True,True,True,True,1.0
sonnet,B,nobiletin,East Asian,True,True,True,False,0.75
sonnet,B,tangeretin,East Asian,True,True,True,False,0.75
sonnet,B,schisandrin A,East Asian,True,True,True,False,0.75
sonnet,B,icariin,East Asian,False,True,True,True,0.75
sonnet,B,sulforaphane,East Asian,True,True,False,False,0.5
sonnet,B,puerarin,East Asian,False,True,True,True,0.75
sonnet,B,curcumin,South Asian,True,True,True,True,1.0
sonnet,B,demethoxycurcumin,South Asian,True,True,True,True,1.0
sonnet,B,bisdemethoxycurcumin,South Asian,True,True,True,True,1.0
sonnet,B,piperine,South Asian,False,True,True,True,0.75
sonnet,B,withaferin A,South Asian,True,True,True,True,1.0
sonnet,B,andrographolide,South Asian,False,True,True,False,0.5
sonnet,B,bacoside A,South Asian,True,True,True,True,1.0
sonnet,B,gymnemic acid I,South Asian,True,True,True,True,1.0
sonnet,B,boswellic acid,South Asian,True,True,True,True,1.0
sonnet,B,guggulsterone,South Asian,True,False,True,False,0.5
sonnet,B,forskolin,South Asian,True,True,True,False,0.75
sonnet,B,thymoquinone,South Asian,False,True,True,False,0.5
sonnet,B,eugenol,South Asian,False,True,True,False,0.5
sonnet,B,mangiferin,South Asian,True,True,True,True,1.0
sonnet,B,gallocatechin,South Asian,True,True,False,True,0.75
sonnet,B,azadirachtin,South Asian,False,True,True,True,0.75
sonnet,B,embelin,South Asian,False,True,True,False,0.5
sonnet,B,aspalathin,African,True,True,True,True,1.0
sonnet,B,nothofagin,African,True,True,True,True,1.0
sonnet,B,kolaviron,African,False,True,True,True,0.75
sonnet,B,6-paradol,African,False,True,True,True,0.75
sonnet,B,6-shogaol,African,True,True,False,True,0.75
sonnet,B,mesembrine,African,False,False,True,True,0.5
sonnet,B,catechin,African,True,False,False,False,0.25
sonnet,B,hydroxycitric acid,African,True,True,False,True,0.75
sonnet,B,epicatechin,African,False,True,False,True,0.5
sonnet,B,caffeine,African,True,True,False,True,0.75
sonnet,B,gnetin C,African,True,False,False,True,0.5
sonnet,B,mangiferin (honeybush),African,True,True,True,True,1.0
sonnet,B,iso-orientin,African,True,False,False,True,0.5
sonnet,B,delphinidin 3-sambubioside,African,True,False,False,True,0.5
sonnet,B,cyanidin 3-sambubioside,African,True,False,False,True,0.5
sonnet,B,xanthohumol,African,True,True,False,True,0.75
sonnet,B,kaurenoic acid,African,False,True,True,False,0.5
sonnet,B,rosmarinic acid,Western,True,True,True,False,0.75
sonnet,B,carnosic acid,Western,True,True,True,True,1.0
sonnet,B,lycopene,Western,True,True,True,True,1.0
sonnet,B,silibinin,Western,True,True,True,True,1.0
sonnet,B,fisetin,Western,False,True,True,True,0.75
sonnet,B,pinoresinol,Western,False,False,False,False,0.0
sonnet,B,oleocanthal,Western,True,True,True,True,1.0
sonnet,B,baicalein,East Asian,True,True,True,True,1.0
sonnet,B,wogonin,East Asian,True,True,True,True,1.0
sonnet,B,astragaloside IV,East Asian,False,True,True,True,0.75
sonnet,B,ginsenoside Rg3,East Asian,True,True,True,True,1.0
sonnet,B,ginkgolide B,East Asian,True,True,True,False,0.75
sonnet,B,epicatechin gallate,East Asian,True,True,True,True,1.0
sonnet,B,diallyl disulfide,East Asian,True,True,True,True,1.0
sonnet,B,salvianolic acid B,East Asian,False,True,True,True,0.75
sonnet,B,ar-turmerone,South Asian,False,True,True,True,0.75
sonnet,B,withanolide A,South Asian,False,False,True,True,0.5
sonnet,B,asiatic acid,South Asian,False,True,False,True,0.5
sonnet,B,asiaticoside,South Asian,True,True,False,True,0.75
sonnet,B,sesamin,South Asian,False,True,False,False,0.25
sonnet,B,ursolic acid,South Asian,False,True,False,True,0.5
sonnet,B,carvacrol,South Asian,True,True,False,True,0.75
sonnet,B,lupeol,South Asian,True,True,True,True,1.0
sonnet,B,theobromine,African,True,True,True,True,1.0
sonnet,B,vitexin,African,True,False,False,True,0.5
sonnet,B,orientin,African,True,False,False,True,0.5
sonnet,B,harpagoside,African,True,True,True,False,0.75
sonnet,B,hypoxoside,African,False,False,True,True,0.5
sonnet,B,mesembrenone,African,True,True,True,True,1.0
sonnet,B,isomangiferin,African,True,False,False,True,0.5
sonnet,B,punicalagin,African,True,True,False,True,0.75
sonnet,C,quercetin,Western,True,True,True,True,1.0
sonnet,C,kaempferol,Western,True,True,True,True,1.0
sonnet,C,myricetin,Western,True,True,True,True,1.0
sonnet,C,apigenin,Western,True,True,True,True,1.0
sonnet,C,luteolin,Western,True,True,True,True,1.0
sonnet,C,resveratrol,Western,False,True,True,True,0.75
sonnet,C,caffeic acid,Western,True,True,True,True,1.0
sonnet,C,chlorogenic acid,Western,True,True,True,True,1.0
sonnet,C,ferulic acid,Western,True,True,False,True,0.75
sonnet,C,ellagic acid,Western,False,True,False,True,0.5
sonnet,C,naringenin,Western,False,True,True,False,0.5
sonnet,C,hesperetin,Western,True,False,False,False,0.25
sonnet,C,cyanidin,Western,True,True,True,True,1.0
sonnet,C,delphinidin,Western,True,True,True,True,1.0
sonnet,C,oleuropein,Western,False,True,True,False,0.5
sonnet,C,hydroxytyrosol,Western,True,True,True,True,1.0
sonnet,C,pterostilbene,Western,True,False,True,True,0.75
sonnet,C,gallic acid,Western,True,True,False,False,0.5
sonnet,C,genistein,East Asian,True,True,True,True,1.0
sonnet,C,daidzein,East Asian,True,True,True,True,1.0
sonnet,C,allicin,East Asian,True,True,True,True,1.0
sonnet,C,epigallocatechin gallate,East Asian,True,True,True,True,1.0
sonnet,C,theaflavin,East Asian,True,True,True,True,1.0
sonnet,C,berberine,East Asian,False,True,True,True,0.75
sonnet,C,honokiol,East Asian,False,True,True,False,0.5
sonnet,C,tanshinone IIA,East Asian,True,True,True,True,1.0
sonnet,C,ginsenoside Rb1,East Asian,True,True,True,True,1.0
sonnet,C,ginsenoside Rg1,East Asian,True,True,True,True,1.0
sonnet,C,6-gingerol,East Asian,True,True,True,True,1.0
sonnet,C,nobiletin,East Asian,True,True,True,False,0.75
sonnet,C,tangeretin,East Asian,True,True,True,False,0.75
sonnet,C,schisandrin A,East Asian,True,True,True,False,0.75
sonnet,C,icariin,East Asian,False,True,True,True,0.75
sonnet,C,sulforaphane,East Asian,True,True,False,False,0.5
sonnet,C,puerarin,East Asian,False,True,True,True,0.75
sonnet,C,curcumin,South Asian,True,True,True,True,1.0
sonnet,C,demethoxycurcumin,South Asian,True,True,True,True,1.0
sonnet,C,bisdemethoxycurcumin,South Asian,True,True,True,True,1.0
sonnet,C,piperine,South Asian,False,True,True,False,0.5
sonnet,C,withaferin A,South Asian,True,True,True,True,1.0
sonnet,C,andrographolide,South Asian,False,True,True,False,0.5
sonnet,C,bacoside A,South Asian,True,True,True,True,1.0
sonnet,C,gymnemic acid I,South Asian,True,True,True,True,1.0
sonnet,C,boswellic acid,South Asian,True,False,True,True,0.75
sonnet,C,guggulsterone,South Asian,True,True,True,False,0.75
sonnet,C,forskolin,South Asian,True,True,True,False,0.75
sonnet,C,thymoquinone,South Asian,False,True,True,False,0.5
sonnet,C,eugenol,South Asian,False,True,True,False,0.5
sonnet,C,mangiferin,South Asian,True,True,True,True,1.0
sonnet,C,gallocatechin,South Asian,True,True,False,False,0.5
sonnet,C,azadirachtin,South Asian,False,True,True,True,0.75
sonnet,C,embelin,South Asian,False,True,True,False,0.5
sonnet,C,aspalathin,African,True,True,True,True,1.0
sonnet,C,nothofagin,African,True,True,True,False,0.75
sonnet,C,kolaviron,African,True,True,True,True,1.0
sonnet,C,6-paradol,African,False,True,True,True,0.75
sonnet,C,6-shogaol,African,True,True,False,True,0.75
sonnet,C,mesembrine,African,False,False,True,True,0.5
sonnet,C,catechin,African,True,True,True,False,0.75
sonnet,C,hydroxycitric acid,African,True,True,False,True,0.75
sonnet,C,epicatechin,African,False,True,True,True,0.75
sonnet,C,caffeine,African,True,True,True,True,1.0
sonnet,C,gnetin C,African,True,True,False,True,0.75
sonnet,C,mangiferin (honeybush),African,True,True,True,True,1.0
sonnet,C,iso-orientin,African,True,True,True,True,1.0
sonnet,C,delphinidin 3-sambubioside,African,True,True,True,True,1.0
sonnet,C,cyanidin 3-sambubioside,African,True,True,True,True,1.0
sonnet,C,xanthohumol,African,True,True,False,True,0.75
sonnet,C,kaurenoic acid,African,False,False,True,False,0.25
sonnet,C,rosmarinic acid,Western,True,True,True,True,1.0
sonnet,C,carnosic acid,Western,True,True,True,True,1.0
sonnet,C,lycopene,Western,True,True,True,True,1.0
sonnet,C,silibinin,Western,True,True,True,True,1.0
sonnet,C,fisetin,Western,False,True,True,True,0.75
sonnet,C,pinoresinol,Western,False,True,True,False,0.5
sonnet,C,oleocanthal,Western,True,True,True,True,1.0
sonnet,C,baicalein,East Asian,True,True,True,True,1.0
sonnet,C,wogonin,East Asian,False,True,True,True,0.75
sonnet,C,astragaloside IV,East Asian,False,True,True,True,0.75
sonnet,C,ginsenoside Rg3,East Asian,True,True,True,True,1.0
sonnet,C,ginkgolide B,East Asian,True,True,True,True,1.0
sonnet,C,epicatechin gallate,East Asian,True,True,True,True,1.0
sonnet,C,diallyl disulfide,East Asian,True,True,True,True,1.0
sonnet,C,salvianolic acid B,East Asian,True,True,True,True,1.0
sonnet,C,ar-turmerone,South Asian,False,True,True,True,0.75
sonnet,C,withanolide A,South Asian,False,True,True,True,0.75
sonnet,C,asiatic acid,South Asian,False,True,True,True,0.75
sonnet,C,asiaticoside,South Asian,True,True,True,True,1.0
sonnet,C,sesamin,South Asian,False,True,False,False,0.25
sonnet,C,ursolic acid,South Asian,False,True,True,True,0.75
sonnet,C,carvacrol,South Asian,True,True,False,True,0.75
sonnet,C,lupeol,South Asian,True,True,True,True,1.0
sonnet,C,theobromine,African,True,True,True,True,1.0
sonnet,C,vitexin,African,True,True,True,True,1.0
sonnet,C,orientin,African,True,True,True,True,1.0
sonnet,C,harpagoside,African,True,True,True,False,0.75
sonnet,C,hypoxoside,African,False,False,True,True,0.5
sonnet,C,mesembrenone,African,True,True,True,True,1.0
sonnet,C,isomangiferin,African,True,True,True,True,1.0
sonnet,C,punicalagin,African,True,True,True,True,1.0
sonnet,D,quercetin,Western,True,True,True,True,1.0
sonnet,D,kaempferol,Western,True,True,True,True,1.0
sonnet,D,myricetin,Western,True,True,True,True,1.0
sonnet,D,apigenin,Western,True,True,True,True,1.0
sonnet,D,luteolin,Western,True,True,True,True,1.0
sonnet,D,resveratrol,Western,False,True,True,True,0.75
sonnet,D,caffeic acid,Western,True,True,True,True,1.0
sonnet,D,chlorogenic acid,Western,True,True,True,True,1.0
sonnet,D,ferulic acid,Western,True,True,True,True,1.0
sonnet,D,ellagic acid,Western,False,True,False,True,0.5
sonnet,D,naringenin,Western,True,True,True,False,0.75
sonnet,D,hesperetin,Western,True,False,False,False,0.25
sonnet,D,cyanidin,Western,True,True,True,True,1.0
sonnet,D,delphinidin,Western,True,True,True,True,1.0
sonnet,D,oleuropein,Western,False,True,True,True,0.75
sonnet,D,hydroxytyrosol,Western,True,True,True,False,0.75
sonnet,D,pterostilbene,Western,True,False,True,True,0.75
sonnet,D,gallic acid,Western,True,True,False,False,0.5
sonnet,D,genistein,East Asian,True,True,True,False,0.75
sonnet,D,daidzein,East Asian,True,True,True,True,1.0
sonnet,D,allicin,East Asian,True,True,False,True,0.75
sonnet,D,epigallocatechin gallate,East Asian,True,True,True,True,1.0
sonnet,D,theaflavin,East Asian,True,True,True,True,1.0
sonnet,D,berberine,East Asian,False,True,True,True,0.75
sonnet,D,honokiol,East Asian,False,True,True,False,0.5
sonnet,D,tanshinone IIA,East Asian,True,True,True,True,1.0
sonnet,D,ginsenoside Rb1,East Asian,True,True,True,True,1.0
sonnet,D,ginsenoside Rg1,East Asian,True,True,True,True,1.0
sonnet,D,6-gingerol,East Asian,True,True,True,True,1.0
sonnet,D,nobiletin,East Asian,True,True,True,False,0.75
sonnet,D,tangeretin,East Asian,True,True,True,False,0.75
sonnet,D,schisandrin A,East Asian,True,True,True,False,0.75
sonnet,D,icariin,East Asian,False,True,True,True,0.75
sonnet,D,sulforaphane,East Asian,True,True,False,False,0.5
sonnet,D,puerarin,East Asian,False,True,True,True,0.75
sonnet,D,curcumin,South Asian,True,True,True,True,1.0
sonnet,D,demethoxycurcumin,South Asian,True,True,True,True,1.0
sonnet,D,bisdemethoxycurcumin,South Asian,True,True,True,True,1.0
sonnet,D,piperine,South Asian,False,True,True,True,0.75
sonnet,D,withaferin A,South Asian,True,True,True,True,1.0
sonnet,D,andrographolide,South Asian,False,True,True,False,0.5
sonnet,D,bacoside A,South Asian,True,True,True,True,1.0
sonnet,D,gymnemic acid I,South Asian,True,True,True,True,1.0
sonnet,D,boswellic acid,South Asian,True,True,True,True,1.0
sonnet,D,guggulsterone,South Asian,True,True,True,False,0.75
sonnet,D,forskolin,South Asian,True,True,True,False,0.75
sonnet,D,thymoquinone,South Asian,False,True,True,False,0.5
sonnet,D,eugenol,South Asian,False,True,True,False,0.5
sonnet,D,mangiferin,South Asian,True,True,True,True,1.0
sonnet,D,gallocatechin,South Asian,True,True,False,False,0.5
sonnet,D,azadirachtin,South Asian,False,True,True,True,0.75
sonnet,D,embelin,South Asian,False,True,True,False,0.5
sonnet,D,aspalathin,African,True,True,True,True,1.0
sonnet,D,nothofagin,African,True,True,True,True,1.0
sonnet,D,kolaviron,African,True,True,True,True,1.0
sonnet,D,6-paradol,African,False,True,True,True,0.75
sonnet,D,6-shogaol,African,True,True,False,True,0.75
sonnet,D,mesembrine,African,False,False,True,True,0.5
sonnet,D,catechin,African,True,True,True,False,0.75
sonnet,D,hydroxycitric acid,African,False,True,False,True,0.5
sonnet,D,epicatechin,African,False,True,True,True,0.75
sonnet,D,caffeine,African,True,True,True,True,1.0
sonnet,D,gnetin C,African,True,True,False,True,0.75
sonnet,D,mangiferin (honeybush),African,True,True,True,True,1.0
sonnet,D,iso-orientin,African,True,True,True,True,1.0
sonnet,D,delphinidin 3-sambubioside,African,True,True,True,True,1.0
sonnet,D,cyanidin 3-sambubioside,African,True,True,True,True,1.0
sonnet,D,xanthohumol,African,True,True,False,True,0.75
sonnet,D,kaurenoic acid,African,False,True,True,False,0.5
sonnet,D,rosmarinic acid,Western,False,True,True,False,0.5
sonnet,D,carnosic acid,Western,True,True,True,True,1.0
sonnet,D,lycopene,Western,True,True,True,True,1.0
sonnet,D,silibinin,Western,True,True,True,True,1.0
sonnet,D,fisetin,Western,False,True,True,True,0.75
sonnet,D,pinoresinol,Western,False,True,True,False,0.5
sonnet,D,oleocanthal,Western,True,True,True,True,1.0
sonnet,D,baicalein,East Asian,True,True,True,True,1.0
sonnet,D,wogonin,East Asian,False,True,True,True,0.75
sonnet,D,astragaloside IV,East Asian,False,True,True,True,0.75
sonnet,D,ginsenoside Rg3,East Asian,True,True,True,True,1.0
sonnet,D,ginkgolide B,East Asian,True,True,True,True,1.0
sonnet,D,epicatechin gallate,East Asian,True,True,True,True,1.0
sonnet,D,diallyl disulfide,East Asian,True,True,True,True,1.0
sonnet,D,salvianolic acid B,East Asian,True,True,True,True,1.0
sonnet,D,ar-turmerone,South Asian,False,True,True,True,0.75
sonnet,D,withanolide A,South Asian,False,True,True,True,0.75
sonnet,D,asiatic acid,South Asian,False,True,True,True,0.75
sonnet,D,asiaticoside,South Asian,True,True,True,True,1.0
sonnet,D,sesamin,South Asian,False,True,False,False,0.25
sonnet,D,ursolic acid,South Asian,False,True,True,True,0.75
sonnet,D,carvacrol,South Asian,True,True,False,True,0.75
sonnet,D,lupeol,South Asian,True,True,True,True,1.0
sonnet,D,theobromine,African,True,False,True,False,0.5
sonnet,D,vitexin,African,True,True,True,True,1.0
sonnet,D,orientin,African,True,True,True,True,1.0
sonnet,D,harpagoside,African,True,True,True,False,0.75
sonnet,D,hypoxoside,African,False,False,True,True,0.5
sonnet,D,mesembrenone,African,True,True,True,True,1.0
sonnet,D,isomangiferin,African,True,True,True,True,1.0
sonnet,D,punicalagin,African,True,True,True,True,1.0
